account_id,post_id,Category,Page,Post URL,Date Published,Post Type,Rating,Debate,share_count,reaction_count,comment_count,engagement_count
389658314427637,1533561563370634,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1533561563370634,2016-09-20,link,mostly true,,63,467,171,701
389658314427637,1533655556694568,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1533655556694568,2016-09-20,link,mostly true,,3,24,2,29
389658314427637,1533684746691649,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1533684746691649,2016-09-20,link,mixture of true and false,,29,59,30,118
389658314427637,1533718176688306,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1533718176688306,2016-09-20,link,no factual content,,25,75,11,111
389658314427637,1533767940016663,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1533767940016663,2016-09-20,link,mostly true,,302,1004,432,1738
389658314427637,1533775493349241,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1533775493349241,2016-09-20,link,mostly true,,38,61,11,110
389658314427637,1533784520015005,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1533784520015005,2016-09-20,link,mostly true,,25,82,5,112
389658314427637,1534110946649029,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534110946649029,2016-09-20,link,mixture of true and false,,9686,6957,5278,21921
389658314427637,1534120519981405,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534120519981405,2016-09-20,link,mixture of true and false,,207,899,132,1238
389658314427637,1534159839977473,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534159839977473,2016-09-20,link,mostly true,,17,113,8,138
389658314427637,1534179359975521,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534179359975521,2016-09-20,link,mixture of true and false,,322,512,32,866
389658314427637,1534198449973612,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534198449973612,2016-09-20,link,mostly true,,195,1242,18,1455
389658314427637,1534201289973328,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534201289973328,2016-09-20,link,mixture of true and false,,10,54,13,77
389658314427637,1534243529969104,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534243529969104,2016-09-20,link,mostly true,,1113,7157,168,8438
389658314427637,1534275973299193,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534275973299193,2016-09-20,link,mixture of true and false,,326,638,281,1245
389658314427637,1534301686629955,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534301686629955,2016-09-20,link,mixture of true and false,,47,377,134,558
389658314427637,1534315063295284,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534315063295284,2016-09-20,link,mixture of true and false,,1151,2695,1685,5531
389658314427637,1534333036626820,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534333036626820,2016-09-20,link,mostly true,,2,34,34,70
389658314427637,1534367469956710,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534367469956710,2016-09-20,link,mixture of true and false,,116,651,541,1308
389658314427637,1534381913288599,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534381913288599,2016-09-20,link,mostly false,,518,977,70,1565
389658314427637,1534384496621674,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534384496621674,2016-09-20,link,mostly true,,25,208,18,251
389658314427637,1534385149954942,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534385149954942,2016-09-20,link,mixture of true and false,,5999,6736,785,13520
389658314427637,1534385633288227,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534385633288227,2016-09-20,link,mostly false,,3242,2300,770,6312
389658314427637,1534388073287983,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534388073287983,2016-09-20,link,mixture of true and false,,401,943,87,1431
389658314427637,1534414779951979,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534414779951979,2016-09-20,link,mostly false,,462,1090,342,1894
389658314427637,1534436736616450,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534436736616450,2016-09-20,link,mixture of true and false,,1268,2106,236,3610
389658314427637,1534437056616418,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534437056616418,2016-09-20,link,mixture of true and false,,84,558,23,665
389658314427637,1534495839943873,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534495839943873,2016-09-20,link,mostly true,,83,281,78,442
389658314427637,1534496223277168,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534496223277168,2016-09-20,link,mostly true,,19,227,16,262
389658314427637,1534513726608751,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534513726608751,2016-09-20,link,mostly true,,29,78,18,125
389658314427637,1534597779933679,right,Right Wing News,https://www.facebook.com/OfficialRightWingNews/posts/1534597779933679,2016-09-20,link,no factual content,,674,4252,425,5351
